iter	Logloss
210	0.3881122999
211	0.3880402943
212	0.3878602678
213	0.3878602347
214	0.3877288695
215	0.3877181088
216	0.3876227141
217	0.3875137003
218	0.3874796447
219	0.3873794889
220	0.387227332
221	0.3872197604
222	0.3871308995
223	0.3871101424
224	0.3870713342
225	0.3869929314
226	0.3869452123
227	0.3869432482
228	0.3868424346
229	0.3867138672
230	0.3865558639
231	0.38645083
232	0.386391473
233	0.3863101775
234	0.3863067156
235	0.3862397524
236	0.3861021263
237	0.3860893129
238	0.3860706994
239	0.3860272094
240	0.3858927815
241	0.3858156373
242	0.385770099
243	0.3855799758
244	0.3855594014
245	0.385546941
246	0.3855365056
247	0.3854091854
248	0.3853890671
249	0.3852942973
250	0.3852849335
251	0.3851303189
252	0.3851040684
253	0.3850520277
254	0.3849793155
255	0.3849139518
256	0.384910147
257	0.3847940215
258	0.3845837842
259	0.3845493447
260	0.3844330573
261	0.3843463455
262	0.3843298193
263	0.3842751684
264	0.3842634567
265	0.3842003605
266	0.384129685
267	0.384072001
268	0.3840211316
269	0.3840047883
270	0.3838443366
271	0.3837685593
272	0.383569862
273	0.3835087677
274	0.3833841906
275	0.3833536162
276	0.3833464553
277	0.3833080566
278	0.3831251292
279	0.3828964815
280	0.3828275414
281	0.3828275186
282	0.3827969556
283	0.382715724
284	0.3826723421
285	0.382526469
286	0.3825099798
287	0.3824735576
288	0.382377544
289	0.3823772326
290	0.3822920039
291	0.3822919963
292	0.3822795908
293	0.3821919667
294	0.3820982228
295	0.3820465162
296	0.3819473157
297	0.3818339733
298	0.3817306035
299	0.38172132
300	0.3816840324
301	0.3816334328
302	0.3816314016
303	0.3815491537
304	0.3814291509
305	0.3813222546
306	0.3812331446
307	0.3811684403
308	0.3811158098
309	0.3810855711
310	0.3810247364
311	0.380973427
312	0.3809195801
313	0.3808796406
314	0.3808715101
315	0.3808713436
316	0.3808676839
317	0.3807557629
318	0.3806504684
319	0.3806504668
320	0.380649834
321	0.3806083646
322	0.3805987515
323	0.380556683
324	0.3805509553
325	0.3805507825
326	0.3803088747
327	0.3802467131
328	0.380207494
329	0.3801244653
330	0.3800341585
331	0.3799716902
332	0.3799014914
333	0.3798207812
334	0.379729588
335	0.3796771991
336	0.3796676791
337	0.3795844049
338	0.3793761605
339	0.3792631117
340	0.3792624177
341	0.3792466132
342	0.3791769881
343	0.3791769571
344	0.3791004574
345	0.3790951203
346	0.378961418
347	0.3788639446
348	0.378862738
349	0.3788626669
350	0.3786637049
351	0.3786063973
352	0.3785122456
353	0.3783982412
354	0.3781999412
355	0.3781998777
356	0.3781847611
357	0.3780934136
358	0.3778138778
359	0.3777598687
360	0.3776164488
361	0.3776109786
362	0.3775209417
363	0.3775050463
364	0.3774121044
365	0.3772995062
366	0.3770836405
367	0.3770408442
368	0.3769525786
369	0.3768855703
370	0.3768792033
371	0.3768777796
372	0.3767334887
373	0.37664384
374	0.3765160442
375	0.3764218922
376	0.3763556088
377	0.3763190566
378	0.3762331352
379	0.3761913001
380	0.3761429158
381	0.3759951422
382	0.3758056934
383	0.3756767311
384	0.3754940163
385	0.3754176997
386	0.3753052349
387	0.3752522294
388	0.3752110883
389	0.3751627034
390	0.3750841377
391	0.3750383824
392	0.3749718015
393	0.3748999921
394	0.3748846799
395	0.3748824707
396	0.3748296522
397	0.374800445
398	0.3747187518
399	0.3747044503
400	0.3746547542
401	0.3745426497
402	0.3745026531
403	0.3744649337
404	0.3743856827
405	0.3743059532
406	0.3742312714
407	0.374206425
408	0.3741352929
409	0.3740653738
410	0.3740240982
411	0.3739337465
412	0.3738747244
413	0.3737610195
414	0.3736456111
415	0.3736328285
416	0.3736040755
417	0.3735473916
418	0.3734398292
419	0.3733395494
420	0.3732496388
421	0.3731578552
422	0.3729775141
423	0.3729365404
424	0.3727228895
425	0.3726165383
426	0.3725697339
427	0.3724285792
428	0.3723163272
429	0.3721343057
430	0.3720144119
431	0.3719420676
432	0.3718689173
433	0.3717240091
434	0.371549362
435	0.3714769328
436	0.37129578
437	0.371221607
438	0.3711226485
439	0.3710809259
440	0.3710668208
441	0.3710059027
442	0.3709415985
443	0.3707644866
444	0.3705986289
445	0.3705523587
446	0.3704805152
447	0.3704636578
448	0.3704442458
449	0.3702663856
450	0.3702426311
451	0.3702035416
452	0.37011012
453	0.3700103457
454	0.369931514
455	0.36985372
456	0.3697011785
457	0.3696236643
458	0.3695436876
459	0.3693858664
460	0.3692126847
461	0.3691036519
462	0.3690475113
463	0.3690374253
464	0.3689828202
465	0.3689364332
466	0.3689022989
467	0.3687980943
468	0.3687370956
469	0.368684399
470	0.3686463804
471	0.3685744184
472	0.3685303551
473	0.3684229027
474	0.3683505149
475	0.3682838199
476	0.3682083434
477	0.3681287351
478	0.3680704808
479	0.367996845
480	0.3679136782
481	0.3678248203
482	0.3677425005
483	0.3676484154
484	0.3675262017
485	0.3675056543
486	0.3674481213
487	0.3673581616
488	0.3672366235
489	0.3671891082
490	0.3671140718
491	0.3669822338
492	0.3669204956
493	0.3669023098
494	0.3667488055
495	0.3666497684
496	0.3665703846
497	0.3665405812
498	0.3664827511
499	0.3664043503
500	0.3663160812
501	0.3662719429
502	0.3662245767
503	0.3661930301
504	0.366159836
505	0.3659701137
506	0.3659014657
507	0.3658019422
508	0.3656415708
509	0.3655462659
510	0.3654834621
511	0.3654284085
512	0.3653675546
513	0.3651897699
514	0.3650536094
515	0.3649615737
516	0.3648569166
517	0.364807918
518	0.3647000739
519	0.3645299096
520	0.3643600442
521	0.3643057459
522	0.3641965047
523	0.3640238493
524	0.3639626988
525	0.3639068295
526	0.3638415345
527	0.3637838375
528	0.3636228187
529	0.3635747455
530	0.3634219989
531	0.3632321187
532	0.3631930843
533	0.363068912
534	0.3630185269
535	0.3629296298
536	0.3627715302
537	0.3626840686
538	0.362524513
539	0.3622916573
540	0.3621157179
541	0.3620461595
542	0.3620067931
543	0.3618530615
544	0.3617620004
545	0.3617244619
546	0.3615410233
547	0.3614328232
548	0.3612727286
549	0.3611652207
550	0.3610897942
551	0.3610450391
552	0.3609097391
553	0.3607984434
554	0.3606800251
555	0.3605913245
556	0.3604736368
557	0.3603953395
558	0.3603061118
559	0.3601018499
560	0.360004458
561	0.3598565118
562	0.3596903147
563	0.3595984389
564	0.359490583
565	0.3593598001
566	0.359276258
567	0.3591117678
568	0.3590349567
569	0.35897057
570	0.3587794558
571	0.3586842679
572	0.3586262153
573	0.3585190213
574	0.358459078
575	0.3584084314
576	0.3582490336
577	0.3582081181
578	0.3580857439
579	0.3580614672
580	0.3579901548
581	0.3578696519
582	0.3577193537
583	0.3576973064
584	0.3576738338
585	0.3575679287
586	0.3574554112
587	0.3573853433
588	0.3573702046
589	0.3573003233
590	0.3572600657
591	0.357170411
592	0.3570389997
593	0.3569430503
594	0.3569087998
595	0.3568370845
596	0.3567110248
597	0.3565425822
598	0.3564589848
599	0.3563861258
600	0.3563000832
601	0.3562846615
602	0.3562159195
603	0.3561786186
604	0.3560527975
605	0.3559019359
606	0.3557672782
607	0.3557208117
608	0.3555989863
609	0.3554322835
610	0.3553165856
611	0.3552632431
612	0.3551736696
613	0.3551403107
614	0.3549832397
615	0.354942539
616	0.3548908582
617	0.3548419097
618	0.3547994111
619	0.3546925933
620	0.3545890034
621	0.3545586972
622	0.3544911369
623	0.3543970364
624	0.3543669805
625	0.3542723413
626	0.3541792445
627	0.3540704363
628	0.3539464137
629	0.3538949913
630	0.353838742
631	0.3537301899
632	0.3537020358
633	0.3536460713
634	0.3535930154
635	0.3534846898
636	0.3534253881
637	0.3532946272
638	0.3532678865
639	0.3532420647
640	0.3531176187
641	0.3530585807
642	0.352835276
643	0.3527846693
644	0.3527537193
645	0.3526596237
646	0.3525436432
647	0.3523863424
648	0.3522074046
649	0.3521483343
650	0.3521146609
651	0.3520038231
652	0.351885563
653	0.351794509
654	0.3516727678
655	0.3515693766
656	0.3514634756
657	0.3513818529
658	0.3513069592
659	0.3512111459
660	0.3511072247
661	0.3510258428
662	0.3509432204
663	0.3508732202
664	0.3508538662
665	0.3508037752
666	0.3505822088
667	0.3505473061
668	0.3504645062
669	0.3504403044
670	0.3502780554
671	0.350243542
672	0.3501640143
673	0.3501257412
674	0.3500513853
675	0.3499932365
676	0.3498794374
677	0.3498357622
678	0.3497950788
679	0.3497402663
680	0.349661835
681	0.3495716559
682	0.349533979
683	0.3494670404
684	0.3493482965
685	0.3492524287
686	0.3492288583
687	0.3491291163
688	0.349071776
689	0.3489756549
690	0.3488711254
691	0.3488384123
692	0.3487931691
693	0.3486810416
694	0.3486437174
695	0.3486004807
696	0.3484965287
697	0.3483966107
698	0.3482364729
699	0.3480909486
700	0.3480681744
701	0.3480347612
702	0.3479889834
703	0.3478811249
704	0.3477431841
705	0.3477243501
706	0.3476639015
707	0.347642103
708	0.3475420051
709	0.3474809394
710	0.3474136914
711	0.3473666801
712	0.3472890802
713	0.3471864733
714	0.3471025324
715	0.3470147586
716	0.3469598987
717	0.3469422652
718	0.3467532821
719	0.346719453
720	0.3466723423
721	0.3466195816
722	0.3464151882
723	0.3463745157
724	0.3463158671
725	0.3462175317
726	0.346170211
727	0.3461144105
728	0.346031945
729	0.3459265924
730	0.3458486501
731	0.3458059774
732	0.3457642842
733	0.3456973987
734	0.3456529615
735	0.3455775578
736	0.3455059601
737	0.3454192548
738	0.3453084117
739	0.3452535712
740	0.3451303513
741	0.3450861378
742	0.345043113
743	0.3450309412
744	0.3449110999
745	0.3448591923
746	0.3448212186
747	0.3447660794
748	0.3446559603
749	0.344518435
750	0.3444703426
751	0.344420902
752	0.3443949614
753	0.3443111964
754	0.3442525073
755	0.3441671541
756	0.3440789748
757	0.3439275277
758	0.3438612162
759	0.3437256312
760	0.3436497492
761	0.343594499
762	0.3434910184
763	0.3434750857
764	0.3434408997
765	0.3433502256
766	0.3432365134
767	0.3431915192
768	0.3431203461
769	0.3430521033
770	0.3429110488
771	0.3428184947
772	0.3426890633
773	0.3425903931
774	0.3425584463
775	0.3425199125
776	0.3424917747
777	0.3423946109
778	0.3423338224
779	0.3422634809
780	0.3422118155
781	0.3421482807
782	0.3419574086
783	0.3418715646
784	0.341804401
785	0.3415944131
786	0.3415464032
787	0.341487907
788	0.3414420376
789	0.3414002042
790	0.3412219855
791	0.34110305
792	0.3409857684
793	0.3409062691
794	0.3408230438
795	0.3407707227
796	0.3407070462
797	0.3406814741
798	0.340670184
799	0.3406498115
800	0.3406309316
801	0.340577757
802	0.3405492045
803	0.340444908
804	0.340378138
805	0.3402727619
806	0.3402484802
807	0.3401370701
808	0.34006185
809	0.3399933061
810	0.3399436125
811	0.3397746454
812	0.3397306369
813	0.3396914011
814	0.3395272805
815	0.3394009191
816	0.3392747067
817	0.3391479213
818	0.3390979114
819	0.3390309156
820	0.3389871927
821	0.3389337023
822	0.338744163
823	0.3386564964
824	0.3385704891
825	0.3384671907
826	0.3383801805
827	0.3382411749
828	0.3381780564
829	0.3380516375
830	0.3379258242
831	0.3378855316
832	0.3377989279
833	0.337766845
834	0.3376226107
835	0.3375406966
836	0.3373686412
837	0.3372726488
838	0.3372291942
839	0.3371921526
840	0.337071621
841	0.3368751796
842	0.336852576
843	0.3367829654
844	0.3367099871
845	0.3366529451
846	0.3365708486
847	0.3363951265
848	0.3363161615
849	0.3362033297
850	0.3361825185
851	0.3361600882
852	0.3360916509
853	0.3360044229
854	0.3359575551
855	0.335905922
856	0.335883143
857	0.3358345814
858	0.3357140956
859	0.3355956178
860	0.3355486274
861	0.335473881
862	0.335361617
863	0.3353131047
864	0.3352344044
865	0.3351722252
866	0.3351004191
867	0.335078947
868	0.335028804
869	0.3348860436
870	0.3348724232
871	0.3348014042
872	0.3347792422
873	0.334694977
874	0.3346485696
875	0.3344950435
876	0.334406187
877	0.3343692287
878	0.3342523192
879	0.3341473688
880	0.3340712859
881	0.3339916818
882	0.3339782077
883	0.3339180488
884	0.3338532519
885	0.3337719248
886	0.3336918977
887	0.3336308967
888	0.3335897294
889	0.3334900994
890	0.3334311971
891	0.3333911416
892	0.3332572287
893	0.3331945588
894	0.3330855014
895	0.3329857537
896	0.3328902962
897	0.3328082044
898	0.332777277
899	0.3326912177
900	0.3326093959
901	0.3325051407
902	0.332392146
903	0.3323554463
904	0.3323229444
905	0.3322783523
906	0.3321861693
907	0.3321341198
908	0.3320341907
909	0.3319495115
910	0.3319135686
911	0.3317999763
912	0.3317208132
913	0.3316627094
914	0.3316197663
915	0.3315042856
916	0.3314266617
917	0.3313123386
918	0.3312011768
919	0.3311353206
920	0.3310590352
921	0.33094647
922	0.3309295356
923	0.3308698374
924	0.3308352368
925	0.330756973
926	0.3306519394
927	0.3305744874
928	0.3304741946
929	0.3304672691
930	0.3304018924
931	0.3303090991
932	0.3302538949
933	0.3301802853
934	0.3300818289
935	0.33000799
936	0.3299746918
937	0.3299032676
938	0.3298876011
939	0.3298395804
940	0.3297406986
941	0.3296559955
942	0.3296080433
943	0.3295343137
944	0.3294002632
945	0.3292877523
946	0.3292414147
947	0.3291570464
948	0.3291106829
949	0.3289936542
950	0.3289235518
951	0.3288304187
952	0.3287580611
953	0.3287229357
954	0.3286625675
955	0.3285666061
956	0.3285481847
957	0.3285166073
958	0.3284501919
959	0.3283621121
960	0.3282914703
961	0.3281828699
962	0.328115166
963	0.3280670816
964	0.3279737658
965	0.3279550104
966	0.3278914679
967	0.3278332777
968	0.327779782
969	0.3277239864
970	0.3276605507
971	0.3276345431
972	0.3275260815
973	0.3274726092
974	0.3274219649
975	0.327319733
976	0.3271849192
977	0.3270711232
978	0.3269719984
979	0.3269342295
980	0.3268724682
981	0.3267463756
982	0.3266550464
983	0.3265417436
984	0.3264364832
985	0.326312735
986	0.3261922316
987	0.3260896379
988	0.3259982612
989	0.3259112443
990	0.3258429982
991	0.3257655638
992	0.3257222336
993	0.3255892194
994	0.3255132849
995	0.3254413395
996	0.3253794203
997	0.32529937
998	0.3252670376
999	0.3251950398
